timestamp_utc	experiment_id	parent_id	commit	hypothesis_id	changed_variable	phase	model	dataset_sha256	eval_sha256	accepted_correct	accepted_incorrect	eligible_comparable	abstention_true_positive	abstention_false_negative	pointer_exact	pointer_total	grammar_valid	grammar_total	evidence_accepted	evidence_total	native_accepted_correct	native_eligible	derived_accepted_correct	derived_eligible	site_macro_coverage	domain_count	p50_latency_ms	p95_latency_ms	peak_memory_mb	artifact_size_mb	cost_usd	status	decision	notes
2026-07-25T05:47:20Z	g1-pointer-p00-invalid		2adc2fd12484676a31bf7698226ac4c69f5252b3	g1-pointer-formulation	evidence-pointer-target	formulation	google/t5gemma-2-1b-1b	b7538f171b0d222d21c6219f73a165ffd784295e3fd50635cd88c83ff0c9b0bf	b6b4cd6ae34f5c60be4f45a85f78c982b34dd46fb81f1b61b70f4543283b9013	0	0	16	16	0	0	32	0	32	0	32	0	11	0	5	0	1				164.7	0.3110	invalid	rerun-protocol	Validation selection covered one domain; first attached run was cancelled and detached retry completed.
2026-07-25T06:07:36Z	g1-pointer-p01-domain-balanced		449bd165	g1-pointer-formulation	protocol-corrected-baseline	formulation	google/t5gemma-2-1b-1b	b7538f171b0d222d21c6219f73a165ffd784295e3fd50635cd88c83ff0c9b0bf	588d55673e5ff23feffe217d4f809b0e102d8918a5740f7cc33e882592b3c766	0	0	3	13	0	0	16	3	16	3	16	0	0	0	3	0	3				164.7	0.2462	discard	compact-input	Live grammar 18.75 percent and zero comparable coverage; prompt size and DOM copying indicate representation failure.
2026-07-25T06:16:33Z	g1-pointer-p02-compact-input	g1-pointer-p01-domain-balanced	2cf56a4961e371564e201b42edcf3c8202cf39aa	g1-compact-observation	observation-pruning	formulation	google/t5gemma-2-1b-1b	b7538f171b0d222d21c6219f73a165ffd784295e3fd50635cd88c83ff0c9b0bf	75ee93572c326ce80c03e0f1b7726ebdf13c3e41527b1623b44388c861456073	0	0	3	13	0	0	16	3	16	3	16	0	0	0	3	0	3				164.7	0.0707	discard	stop-g1	Compaction grounded Amazon outputs but did not improve any gated live metric; formulation hypothesis limit reached.
